(58.227.133.60:3310, 227.176.178.135:17712, 0) x 368
(4.196.176.122:13708, 78.211.137.35:18220, 0) x 3
(37.180.198.200:5611, 26.127.117.210:14664, 0) x 3
(240.195.52.103:20777, 184.139.204.226:16620, 0) x 3
(3.108.210.82:61829, 85.103.177.149:32732, 0) x 3
(178.144.155.4:44050, 57.162.221.171:29918, 0) x 3
(85.130.62.190:3485, 221.134.137.185:9826, 0) x 3
(26.173.142.184:63422, 189.154.202.184:36134, 0) x 3
(122.85.31.27:1380, 220.26.112.82:7253, 0) x 3
(74.133.202.1:23293, 208.70.234.37:64234, 0) x 3
(64.205.132.45:54972, 215.188.30.207:12175, 0) x 3
(159.246.208.179:36747, 235.47.108.162:7528, 0) x 3
(56.151.194.185:64278, 203.217.148.126:43752, 0) x 3
(71.250.32.229:13525, 174.251.204.11:64227, 0) x 3
(8.230.135.12:2823, 33.60.162.233:29713, 0) x 3
(185.248.215.182:56009, 230.9.224.51:55364, 0) x 3
(99.199.222.248:24218, 156.151.130.182:24189, 0) x 3
(114.245.96.132:39006, 192.201.232.51:20972, 0) x 3
(80.126.76.96:25776, 32.223.134.13:32375, 0) x 3
(105.110.61.8:46308, 186.237.7.0:57557, 0) x 3
(252.245.199.67:44786, 94.178.84.206:42330, 0) x 3
(43.147.46.104:4630, 200.107.116.128:39026, 0) x 3
(25.153.160.120:65184, 235.75.148.166:33500, 0) x 3
(111.138.30.216:26466, 200.208.72.242:40741, 0) x 3
(56.108.130.18:23863, 206.77.49.20:52332, 0) x 3
(217.236.65.219:41988, 173.71.19.90:48201, 0) x 3
(41.69.168.64:20572, 255.78.66.106:27169, 0) x 3
(16.217.113.15:59361, 182.38.251.216:65235, 0) x 3
(224.91.11.37:52446, 53.97.251.155:44306, 0) x 3
(83.153.244.198:20489, 72.89.85.134:5859, 0) x 3
(189.46.65.223:21994, 88.133.65.92:9449, 0) x 3
(165.138.127.29:22263, 242.217.189.48:32198, 0) x 3
(187.227.32.11:9473, 35.125.104.176:63220, 0) x 3
(219.52.86.51:55959, 207.81.28.1:25306, 0) x 3
(120.33.84.120:29091, 115.255.111.75:19072, 0) x 3
(216.113.144.101:19772, 28.88.107.73:43854, 0) x 3
(28.160.189.37:64363, 52.83.73.46:12648, 0) x 3
(75.155.214.36:45578, 229.142.237.80:38429, 0) x 3
(228.183.51.113:19699, 143.140.192.103:60741, 0) x 3
(217.90.165.50:60660, 123.23.151.0:22485, 0) x 3
(90.115.86.33:8880, 135.115.188.180:18989, 0) x 3
(52.191.55.4:1996, 91.209.26.107:1721, 0) x 3
(199.108.102.190:61233, 30.171.157.189:26176, 0) x 3
(193.213.3.223:32124, 164.89.39.108:29010, 0) x 3
(217.1.154.44:13095, 146.200.91.176:39759, 0) x 3
(188.184.198.169:36823, 202.113.17.53:33784, 0) x 3
(228.151.230.123:35427, 115.120.95.223:42621, 0) x 3
(239.194.78.61:24583, 183.206.103.245:22725, 0) x 3
(200.24.53.236:120, 9.82.91.193:1761, 0) x 3
(156.239.57.96:777, 196.10.11.248:25713, 0) x 3
(253.118.35.166:36701, 9.143.62.239:20102, 0) x 3
(176.248.127.214:39047, 107.13.108.237:40989, 0) x 3
(236.10.170.205:22968, 236.207.50.120:47507, 0) x 3
(121.220.110.185:25895, 135.167.100.148:36719, 0) x 3
(128.35.25.46:6694, 4.211.49.150:3753, 0) x 3
(73.123.62.112:15281, 79.91.134.193:16410, 0) x 3
(144.43.160.166:47422, 0.66.93.77:11217, 0) x 3
(94.80.42.244:65364, 45.106.15.215:63914, 0) x 3
(222.100.243.127:33439, 49.149.193.80:28114, 0) x 3
(223.95.59.223:17454, 21.71.177.180:47300, 0) x 3
(121.128.124.215:6207, 42.55.82.147:39825, 0) x 3
(110.181.174.130:53680, 73.20.117.210:48337, 0) x 3
(254.112.168.210:64700, 252.8.157.14:60093, 0) x 3
(138.37.12.132:1495, 82.16.80.222:64639, 0) x 3
(215.160.40.72:40043, 80.12.96.202:14782, 0) x 3
(21.26.246.87:29791, 141.232.56.57:44863, 0) x 3
(41.23.179.132:31660, 253.162.141.186:23268, 0) x 3
(119.152.218.80:34174, 139.114.146.250:17662, 0) x 3
(207.88.221.216:40118, 119.212.111.239:5699, 0) x 3
(113.83.246.213:29766, 232.101.128.175:63829, 0) x 3
(133.10.67.21:63226, 101.111.82.8:45115, 0) x 3
(7.20.166.126:45089, 247.218.118.34:14419, 0) x 3
(121.216.81.79:11877, 161.161.23.5:56375, 0) x 3
(128.182.8.201:27768, 4.121.202.45:37615, 0) x 3
(145.237.118.174:34813, 184.175.54.60:30161, 0) x 3
(48.27.65.5:41252, 104.152.53.17:42528, 0) x 3
(2.27.19.188:47800, 255.81.214.253:24695, 0) x 3
(94.188.9.9:4075, 73.16.130.82:52075, 0) x 3
(99.222.114.107:33127, 194.182.30.135:29021, 0) x 3
(198.192.123.163:33263, 97.237.251.171:46500, 0) x 3
(88.254.237.159:52411, 6.14.94.12:23782, 0) x 3
(73.20.143.246:16705, 170.138.239.210:7842, 0) x 3
(3.164.24.82:21186, 45.210.254.127:60211, 0) x 3
(252.32.138.60:60675, 214.168.66.41:38668, 0) x 3
(110.200.166.176:58684, 102.224.15.223:36494, 0) x 3
(124.245.125.195:8262, 111.73.216.141:38684, 0) x 3
(52.12.166.117:23656, 119.209.70.161:43059, 0) x 3
(236.166.139.200:51607, 150.31.217.106:17364, 0) x 3
(188.183.4.131:16241, 211.127.54.195:43464, 0) x 3
(77.25.100.247:48197, 15.2.34.49:29490, 0) x 3
(91.21.97.71:39712, 192.172.32.175:9195, 0) x 3
(123.154.138.146:42616, 236.157.166.189:61748, 0) x 3
(90.146.105.31:54938, 61.137.222.55:48994, 0) x 3
(227.249.162.158:6714, 22.180.110.150:37799, 0) x 3
(224.249.41.82:36929, 237.233.245.161:42790, 0) x 3
(156.7.90.143:9725, 103.61.19.124:7748, 0) x 3
(195.87.232.121:55330, 25.102.238.184:49266, 0) x 3
(189.100.198.144:48767, 250.151.187.51:35562, 0) x 3
(24.127.209.243:10051, 82.224.146.184:42238, 0) x 3
(232.58.98.100:26244, 8.31.223.121:7595, 0) x 3
(120.102.67.162:57287, 165.121.67.117:42050, 0) x 3
(86.92.127.0:55382, 132.181.61.103:39956, 0) x 3
(204.28.0.83:9740, 45.7.15.20:20626, 0) x 3
(239.182.216.121:6664, 57.155.216.153:12103, 0) x 3
(61.7.232.34:55346, 21.41.82.174:53590, 0) x 3
(241.17.188.157:10006, 11.25.224.20:11725, 0) x 3
(221.35.97.13:34754, 133.175.49.182:64220, 0) x 3
(64.41.11.142:44761, 168.130.185.61:11645, 0) x 3
(48.114.233.61:3019, 144.76.164.110:32680, 0) x 3
(213.33.233.30:8992, 137.185.190.208:58018, 0) x 3
(154.241.104.164:40627, 37.13.124.138:10404, 0) x 3
(173.26.64.195:37330, 33.226.213.237:20701, 0) x 3
(6.144.177.92:39440, 140.254.52.34:12328, 0) x 3
(131.125.158.174:35308, 127.140.56.229:34480, 0) x 3
(1.9.123.93:44621, 238.131.62.118:20122, 0) x 3
(131.54.97.139:10531, 126.16.53.250:27681, 0) x 3
(103.185.37.67:57035, 38.64.225.37:32936, 0) x 3
(134.33.235.128:30372, 251.195.245.107:11797, 0) x 3
(40.204.138.138:12153, 43.253.57.225:53153, 0) x 3
(59.113.105.194:1636, 145.229.100.248:43643, 0) x 3
(46.139.7.29:48795, 145.178.136.140:49838, 0) x 3
(18.185.88.108:19075, 6.27.8.121:21177, 0) x 3
(99.251.108.184:46435, 186.57.80.183:43784, 0) x 3
(43.127.242.219:45443, 66.205.189.47:4998, 0) x 3
(26.246.246.220:55561, 163.111.212.66:51022, 0) x 3
(207.218.69.215:10458, 179.242.66.190:39930, 0) x 3
(108.58.251.207:11046, 9.223.96.228:38670, 0) x 3
(105.131.225.233:12599, 110.52.74.184:9197, 0) x 3
(88.100.178.75:2375, 129.100.228.139:55456, 0) x 3
(171.123.121.198:2793, 124.18.176.20:55368, 0) x 3
(163.67.173.173:63267, 249.18.209.4:43541, 0) x 3
(228.188.131.135:44166, 58.39.206.201:47146, 0) x 3
(127.236.145.158:29349, 167.15.217.19:58517, 0) x 3
(230.211.248.196:2840, 99.184.122.246:8133, 0) x 3
(23.93.225.115:23366, 29.215.157.109:53942, 0) x 3
(240.134.132.217:45183, 250.208.195.154:4124, 0) x 3
(210.126.129.72:6290, 113.76.140.171:38142, 0) x 3
(112.163.156.244:52124, 100.196.158.41:49145, 0) x 3
(21.175.93.140:8746, 181.101.23.88:6577, 0) x 3
(68.198.57.46:19056, 73.26.243.220:7437, 0) x 3
(90.103.78.121:13042, 156.3.194.64:35215, 0) x 3
(62.162.100.37:33030, 223.125.152.54:12462, 0) x 3
(255.219.118.189:25680, 95.243.138.70:5283, 0) x 3
(183.131.19.248:4610, 182.143.85.90:64254, 0) x 3
(39.154.118.81:29343, 16.68.127.157:10124, 0) x 3
(192.134.140.161:64311, 122.135.199.146:59728, 0) x 3
(148.24.46.106:7321, 144.61.85.2:10599, 0) x 3
(159.154.137.154:17503, 189.45.179.83:49973, 0) x 3
(97.7.63.130:36989, 219.147.228.143:14639, 0) x 3
(95.216.3.88:1757, 36.72.249.131:57665, 0) x 3
(97.39.175.57:62871, 211.83.49.4:62553, 0) x 3
(197.243.191.84:40764, 163.98.251.168:29523, 0) x 3
(195.141.81.228:20525, 143.22.98.114:45458, 0) x 3
(85.192.78.132:59005, 61.204.145.77:40005, 0) x 3
(54.72.113.227:46475, 89.174.210.230:52556, 0) x 3
(204.61.66.193:44744, 135.208.117.209:49909, 0) x 3
(220.57.140.68:58837, 157.224.3.148:54791, 0) x 3
(186.101.190.146:35791, 132.206.83.111:40866, 0) x 3
(146.11.224.216:17512, 17.138.253.95:60340, 0) x 3
(19.102.246.50:31291, 90.73.27.237:36372, 0) x 3
(69.81.229.17:29558, 83.40.88.101:55124, 0) x 3
(41.219.170.51:58239, 113.10.204.137:10179, 0) x 3
(230.60.141.211:2320, 251.28.175.139:14376, 0) x 3
(109.22.137.142:16449, 138.139.193.94:619, 0) x 3
(187.99.12.111:64844, 150.196.223.64:28996, 0) x 3
(112.228.149.25:4799, 94.232.40.64:51947, 0) x 3
(234.62.247.108:36266, 4.68.178.0:30247, 0) x 3
(0.15.218.242:28852, 90.231.56.35:27415, 0) x 3
(38.14.112.155:52738, 49.82.69.125:1218, 0) x 3
(14.202.22.25:32319, 70.179.161.201:56902, 0) x 3
(21.176.192.37:12360, 38.5.14.71:10928, 0) x 3
(187.220.20.93:56288, 159.73.199.49:44041, 0) x 3
(226.208.95.105:40592, 45.125.12.98:3471, 0) x 3
(62.150.213.82:19805, 47.200.227.114:57105, 0) x 3
(236.85.233.39:13763, 78.196.186.208:21760, 0) x 3
(42.243.168.182:26396, 248.239.13.128:36111, 0) x 3
(69.48.202.32:19718, 100.107.191.228:44559, 0) x 3
(34.208.65.143:64436, 60.166.82.118:62494, 0) x 3
(149.251.43.194:17221, 108.90.14.109:32524, 0) x 3
(142.247.144.111:37362, 69.34.181.150:7258, 0) x 3
(72.251.233.237:21410, 170.239.233.167:56965, 0) x 3
(219.79.165.7:64330, 127.200.88.47:10369, 0) x 3
(40.227.86.169:62031, 107.58.170.211:29122, 0) x 3
(79.113.129.112:57999, 58.85.135.174:9013, 0) x 3
(202.107.181.213:40318, 237.33.239.93:32253, 0) x 3
(67.111.58.170:23819, 90.8.216.134:34679, 0) x 3
(207.204.223.165:27086, 139.208.127.29:61697, 0) x 3
(230.4.34.214:16102, 177.137.250.123:24457, 0) x 3
(143.125.249.108:22700, 244.39.186.50:50081, 0) x 3
(92.170.142.163:57350, 67.196.189.120:21741, 0) x 3
(72.121.60.253:46515, 154.170.153.197:27050, 0) x 3
(16.54.29.223:37310, 19.167.89.177:24518, 0) x 3
(175.121.7.217:10285, 65.77.163.188:14906, 0) x 3
(33.161.42.214:35579, 32.14.180.8:48942, 0) x 3
(186.24.15.111:10745, 154.192.101.78:14197, 0) x 3
(241.142.21.14:6231, 52.183.220.209:7526, 0) x 3
(83.154.110.6:15472, 148.204.54.90:17212, 0) x 3
(172.246.253.194:58493, 161.148.232.164:10430, 0) x 3
(220.71.202.67:54878, 59.210.42.35:58234, 0) x 3
(102.186.201.244:18264, 79.71.217.185:41420, 0) x 3
(199.135.14.173:14255, 160.199.231.194:1078, 0) x 3
(1.242.126.128:43689, 21.167.168.29:20291, 0) x 3
(88.86.77.251:24465, 42.135.136.10:26408, 0) x 3
(184.124.191.118:27917, 19.30.142.94:22932, 0) x 3
(199.225.131.231:5515, 203.222.174.25:61773, 0) x 3
(59.24.10.126:24304, 208.30.44.52:19877, 0) x 3
(143.154.78.26:40494, 248.252.77.83:20273, 0) x 3
(103.111.202.231:27975, 151.94.228.184:29444, 0) x 3
(119.144.134.255:65055, 126.124.232.99:8047, 0) x 3
(103.13.184.193:25056, 25.249.87.121:42804, 0) x 3
(168.29.122.24:34575, 92.109.61.197:48663, 0) x 3
(231.108.78.47:48907, 168.175.10.216:5646, 0) x 3
(196.242.140.101:19057, 104.67.248.252:21540, 0) x 3
(227.169.133.169:5213, 22.74.135.109:63844, 0) x 3
(111.133.58.68:31180, 252.31.77.250:26003, 0) x 3
(227.91.127.37:42175, 64.58.16.86:52208, 0) x 3
(194.63.119.178:45346, 238.207.131.238:16724, 0) x 3
(66.233.178.45:11595, 91.248.3.152:61926, 0) x 3
(187.190.124.133:47133, 230.36.236.28:22373, 0) x 3
(197.25.112.118:5657, 129.202.234.11:44574, 0) x 3
(51.190.108.50:33455, 150.81.91.243:49828, 0) x 3
(221.203.9.251:41528, 136.71.166.83:6095, 0) x 3
(7.220.8.147:42867, 212.226.246.92:15584, 0) x 3
(112.177.4.113:30483, 100.75.22.204:15782, 0) x 3
(100.219.76.37:7291, 57.182.57.192:17963, 0) x 3
(227.185.217.238:60960, 150.90.7.1:46494, 0) x 3
(111.137.112.171:27515, 60.60.147.145:1508, 0) x 3
(79.52.157.184:2886, 240.197.238.48:16659, 0) x 3
(14.167.176.101:12118, 131.112.114.79:21545, 0) x 3
(68.134.207.124:44273, 27.129.138.0:8236, 0) x 3
(185.248.176.77:22516, 154.131.10.252:60151, 0) x 3
(11.49.181.126:50453, 53.43.169.9:6338, 0) x 3
(181.238.91.118:56019, 148.83.15.224:2873, 0) x 3
(41.21.252.125:53862, 254.157.44.66:47277, 0) x 3
(250.47.158.253:50068, 88.44.87.255:6674, 0) x 3
(193.138.231.84:7483, 252.149.29.130:43834, 0) x 3
(214.60.217.253:28266, 201.49.230.221:45412, 0) x 3
(215.247.64.251:1898, 78.136.66.69:21593, 0) x 3
(42.3.219.102:60404, 204.26.67.243:42025, 0) x 3
(26.127.245.224:55806, 126.225.119.234:8734, 0) x 3
(232.72.47.40:61236, 30.231.112.27:54954, 0) x 3
(190.212.145.182:45587, 34.85.33.137:23070, 0) x 3
(168.161.208.0:37748, 251.143.140.250:6640, 0) x 3
(215.225.184.91:41013, 225.27.186.55:30676, 0) x 3
(8.222.210.95:5744, 203.217.134.255:51099, 0) x 3
(123.96.246.120:63977, 106.218.124.210:13326, 0) x 3
(13.252.248.182:43213, 250.96.165.113:50189, 0) x 3
(195.50.34.179:14931, 14.221.251.49:36560, 0) x 3
(71.228.208.171:46361, 144.179.243.52:9873, 0) x 3
(232.98.4.148:12592, 235.204.16.114:49621, 0) x 3
(51.237.87.68:9027, 252.68.234.235:15222, 0) x 3
(117.122.35.219:29383, 121.116.22.89:12933, 0) x 3
(92.87.22.172:36014, 155.38.240.66:42417, 0) x 3
(95.174.70.7:44298, 205.114.141.65:15679, 0) x 3
(78.152.156.93:36874, 35.66.26.197:46121, 0) x 3
(255.127.109.82:15753, 84.106.14.244:16293, 0) x 3
(156.63.88.232:16281, 0.133.53.128:54893, 0) x 3
(53.103.99.203:32109, 121.204.158.5:10791, 0) x 3
(32.119.205.163:58761, 57.210.194.65:50349, 0) x 3
(74.6.107.112:11551, 136.158.230.152:45789, 0) x 3
(159.118.201.211:57634, 167.75.82.29:42734, 0) x 3
(192.45.55.123:3461, 101.218.26.150:31083, 0) x 3
(17.30.92.195:51064, 63.51.103.250:24996, 0) x 3
(164.31.123.88:23558, 203.113.48.200:32853, 0) x 3
(0.53.120.36:15238, 25.250.225.59:11929, 0) x 3
(27.56.121.209:46209, 222.136.124.234:11541, 0) x 3
(227.206.29.36:37511, 242.70.45.246:13856, 0) x 3
(109.53.181.137:59320, 230.66.40.105:22166, 0) x 3
(26.201.167.90:17002, 172.230.70.178:306, 0) x 3
(162.176.25.88:45757, 227.239.6.148:30283, 0) x 3
(79.192.210.73:14392, 178.254.44.16:52852, 0) x 3
(173.48.180.212:47309, 182.237.159.186:22540, 0) x 3
(36.210.216.200:23188, 235.113.97.60:36813, 0) x 3
(210.148.152.40:59237, 39.59.132.224:27761, 0) x 3
(127.112.156.7:48626, 239.108.170.218:9902, 0) x 2
(207.114.0.108:26537, 49.16.206.86:48198, 0) x 2
(224.40.94.118:31220, 125.138.141.13:64747, 0) x 2
(51.236.17.27:14948, 144.199.125.159:56412, 0) x 2
(134.126.108.186:18761, 249.212.83.28:39717, 0) x 2
(179.150.70.37:55648, 249.57.126.167:5134, 0) x 2
(147.4.27.0:97, 252.146.120.20:47605, 0) x 2
(2.165.209.142:9764, 248.66.138.42:9661, 0) x 2
(196.18.216.41:22932, 188.104.208.24:35078, 0) x 2
(22.85.157.182:31722, 94.137.40.80:19021, 0) x 2
(238.42.71.96:20046, 76.31.153.176:11138, 0) x 2
(66.146.32.6:45376, 145.33.241.6:4900, 0) x 2
(163.18.152.193:21600, 84.215.240.241:12385, 0) x 2
(172.209.151.13:10930, 185.103.210.244:38990, 0) x 2
(3.108.20.145:53457, 91.69.48.143:18668, 0) x 2
(192.11.91.181:56232, 234.96.82.125:42625, 0) x 2
(181.104.50.165:30922, 154.22.136.116:50973, 0) x 2
(41.61.145.65:50158, 147.62.55.98:53889, 0) x 2
(238.68.40.145:55973, 71.173.182.24:45253, 0) x 2
(242.130.214.93:32398, 229.226.157.84:60750, 0) x 2
(230.183.240.80:1325, 32.159.89.213:32090, 0) x 2
(235.149.45.233:44666, 85.219.210.101:48083, 0) x 2
(182.242.207.191:59163, 153.41.210.234:57384, 0) x 2
(104.189.99.111:34106, 126.184.157.39:5966, 0) x 2
(39.199.203.200:6694, 155.179.111.16:229, 0) x 2
(59.182.33.136:19734, 182.95.129.232:49286, 0) x 2
(129.19.236.42:53999, 85.50.59.196:49379, 0) x 2
(23.165.202.60:37397, 221.11.150.28:40097, 0) x 2
(75.49.99.180:49869, 8.243.82.223:49673, 0) x 2
(67.234.18.64:54824, 206.69.225.116:9898, 0) x 2
(31.120.15.107:32742, 55.63.38.80:16680, 0) x 2
(217.146.195.104:53892, 239.27.82.208:57362, 0) x 2
(46.97.203.139:13809, 36.172.158.222:29302, 0) x 2
(211.45.174.165:64353, 208.42.238.177:19309, 0) x 2
(230.205.8.22:8805, 175.159.155.227:21092, 0) x 2
(15.114.185.71:32987, 143.239.125.83:5644, 0) x 2
(97.213.181.12:59398, 184.188.159.236:47256, 0) x 2
(107.187.170.24:19629, 241.70.97.226:11391, 0) x 2
(86.96.252.148:17803, 170.137.185.244:21696, 0) x 2
(11.135.168.72:20638, 57.99.188.11:40344, 0) x 2
(52.32.227.231:40535, 10.1.250.61:14431, 0) x 2
(12.140.59.197:46742, 46.199.92.214:15645, 0) x 2
(42.93.215.114:58967, 110.31.226.116:64788, 0) x 2
(116.11.196.99:49324, 134.179.174.70:46694, 0) x 2
(1.111.91.84:8208, 75.218.124.3:46465, 0) x 2
(156.242.37.150:53018, 248.66.149.3:48830, 0) x 2
(182.218.228.91:35435, 81.252.179.93:35976, 0) x 2
(9.8.57.162:60430, 229.42.135.113:14841, 0) x 2
(227.174.198.70:6754, 206.95.37.29:50812, 0) x 2
(77.109.154.5:63456, 152.35.232.152:7041, 0) x 2
(245.138.111.178:32956, 174.45.4.212:10546, 0) x 2
(121.85.47.96:20301, 170.170.107.251:60200, 0) x 2
(236.24.71.85:59785, 253.188.176.71:2462, 0) x 2
(195.163.16.12:25033, 2.64.164.195:60629, 0) x 2
(172.72.106.113:30148, 251.172.134.56:40189, 0) x 2
(65.32.254.227:28650, 24.38.198.231:55622, 0) x 2
(89.247.198.86:51181, 169.243.155.6:33853, 0) x 2
(92.20.61.87:9361, 99.117.12.152:6378, 0) x 2
(85.107.141.164:38851, 137.0.104.18:60090, 0) x 2
(115.134.171.247:54283, 5.117.103.148:26701, 0) x 2
(120.250.156.193:38499, 151.40.209.177:45148, 0) x 2
(240.97.60.160:51341, 254.170.156.2:49988, 0) x 2
(235.21.57.233:2173, 125.28.193.221:26777, 0) x 2
(119.252.101.166:43790, 165.39.131.238:52042, 0) x 2
(233.251.180.215:44540, 116.18.99.109:41422, 0) x 2
(165.212.251.249:52534, 85.7.169.102:64242, 0) x 2
(97.86.36.69:12299, 142.224.42.244:19376, 0) x 2
(200.116.51.27:4409, 207.168.128.212:8395, 0) x 2
(137.63.223.123:22306, 146.3.129.14:27114, 0) x 2
(56.56.141.0:25154, 18.88.0.193:6316, 0) x 2
(59.99.107.180:1327, 180.121.73.73:24927, 0) x 2
(181.61.11.32:24615, 117.42.102.119:60464, 0) x 2
(201.127.26.123:52834, 129.202.167.92:48059, 0) x 2
(241.79.18.105:65030, 99.181.243.206:22363, 0) x 2
(55.254.166.137:2506, 233.40.225.235:56353, 0) x 2
(26.68.226.247:6051, 200.194.254.141:8478, 0) x 2
(240.134.0.179:56005, 248.170.71.88:59535, 0) x 2
(114.29.97.221:17706, 205.78.244.82:16723, 0) x 2
(118.115.137.15:21326, 172.79.181.43:24660, 0) x 2
(184.45.163.223:13720, 250.52.33.113:7177, 0) x 2
(189.223.159.78:44101, 188.86.33.78:62961, 0) x 2
(134.250.138.165:42629, 7.169.57.88:35471, 0) x 2
(66.225.25.188:30044, 9.202.139.197:60863, 0) x 2
(200.3.0.83:33949, 108.68.117.162:59988, 0) x 2
(141.161.144.149:28758, 230.245.57.215:2794, 0) x 2
(144.157.77.155:58143, 49.238.168.220:35542, 0) x 2
(247.18.61.246:53325, 73.34.168.32:62590, 0) x 2
(238.222.32.100:24187, 240.49.174.230:23966, 0) x 2
(200.97.105.89:47570, 149.196.237.31:18266, 0) x 2
(166.90.2.213:14248, 29.238.192.179:14627, 0) x 2
(195.198.41.187:64987, 119.222.139.185:27945, 0) x 2
(27.53.104.223:14472, 210.151.253.251:41316, 0) x 2
(155.131.196.183:8453, 99.72.130.251:30321, 0) x 2
(30.111.38.159:56910, 104.204.226.137:41009, 0) x 2
(109.16.127.189:8058, 247.128.103.140:54409, 0) x 2
(95.241.225.107:48221, 91.181.182.9:24217, 0) x 2
(14.225.125.124:25233, 118.129.1.174:50847, 0) x 2
(98.119.168.38:34974, 122.239.121.90:24179, 0) x 2
(15.114.208.160:53527, 202.48.64.135:3092, 0) x 2
(62.188.79.189:9213, 195.133.171.23:42623, 0) x 2
(78.43.122.167:60974, 49.8.37.115:5501, 0) x 2
(169.129.204.91:29911, 48.11.72.133:33982, 0) x 2
(135.187.1.225:30813, 58.60.87.2:3721, 0) x 2
(31.249.158.103:62625, 182.81.213.172:14001, 0) x 2
(34.249.112.111:7582, 243.75.20.10:12638, 0) x 2
(102.78.77.58:20515, 128.123.53.121:59286, 0) x 2
(44.159.187.32:17642, 109.132.196.89:2881, 0) x 2
(181.124.236.209:22796, 248.231.115.231:8959, 0) x 2
(109.186.171.3:9440, 204.119.60.209:1269, 0) x 2
(35.165.242.182:29544, 187.100.5.0:26894, 0) x 2
(128.54.212.152:11865, 35.18.9.157:53050, 0) x 2
(31.5.49.249:34091, 11.214.170.150:64247, 0) x 2
(211.153.189.194:51914, 129.131.141.187:5232, 0) x 2
(20.74.74.220:44871, 199.245.229.9:51943, 0) x 2
(30.69.62.233:12153, 17.234.152.131:7743, 0) x 2
(195.115.189.171:10321, 46.187.96.83:19324, 0) x 2
(198.52.131.79:685, 99.205.13.216:49798, 0) x 2
(143.148.134.156:3470, 199.177.231.70:37673, 0) x 2
(223.2.215.34:64963, 78.239.54.61:38390, 0) x 2
(117.176.188.251:46415, 0.148.192.15:63519, 0) x 2
(240.132.176.231:35967, 5.114.237.39:55579, 0) x 2
(153.97.177.227:41794, 10.242.247.232:30804, 0) x 2
(249.212.138.216:31234, 254.48.114.46:35431, 0) x 2
(4.81.71.223:55887, 161.65.154.110:12758, 0) x 2
(34.193.59.126:55573, 194.148.129.6:5158, 0) x 2
(74.223.68.8:46383, 146.167.150.121:35580, 0) x 2
(220.180.183.50:48303, 46.186.172.87:60389, 0) x 2
(166.32.119.77:29710, 235.59.152.76:53498, 0) x 2
(43.138.209.186:56657, 122.80.201.48:45261, 0) x 2
(151.6.196.248:28924, 110.61.13.121:49560, 0) x 2
(174.90.166.124:38233, 2.248.87.200:11069, 0) x 2
(227.230.18.146:64382, 83.126.176.74:45313, 0) x 2
(50.8.25.17:46792, 44.235.58.121:55099, 0) x 2
(215.51.154.17:43238, 40.202.83.9:62774, 0) x 2
(196.4.218.213:12360, 231.66.136.75:43824, 0) x 2
(225.74.159.33:20244, 141.237.56.81:26318, 0) x 2
(60.155.0.108:1360, 20.90.24.101:32731, 0) x 2
(2.130.42.254:49510, 245.180.117.215:53610, 0) x 2
(27.73.222.29:3050, 15.97.143.135:63842, 0) x 2
(96.29.23.146:54654, 202.251.111.138:11436, 0) x 2
(193.32.90.183:23515, 44.118.57.169:28049, 0) x 2
(38.71.173.145:47659, 128.8.83.23:3879, 0) x 2
(220.40.236.207:28946, 122.28.115.22:38332, 0) x 2
(240.112.154.90:8540, 0.4.81.81:38459, 0) x 2
(126.105.249.60:52316, 143.63.41.249:38041, 0) x 2
(96.101.191.236:64250, 103.112.107.229:23978, 0) x 2
(236.187.73.47:13897, 185.200.185.161:33503, 0) x 2
(192.161.72.167:8308, 64.211.46.242:1300, 0) x 2
(247.84.149.70:276, 245.136.37.196:57890, 0) x 2
(237.223.17.232:18298, 245.148.100.119:43719, 0) x 2
(53.39.3.197:60175, 247.152.188.68:14839, 0) x 2
(205.169.50.139:51093, 5.152.62.176:46408, 0) x 2
(230.111.61.216:58350, 61.17.31.93:47714, 0) x 2
(78.97.116.143:22074, 136.250.160.233:6773, 0) x 2
(213.232.171.148:23586, 198.61.89.121:13663, 0) x 2
(177.153.95.134:25182, 255.153.20.237:15660, 0) x 2
(193.206.173.39:7701, 216.137.8.146:30029, 0) x 2
(255.159.188.104:10878, 54.118.31.160:53777, 0) x 2
(250.173.179.105:54022, 199.101.19.247:13761, 0) x 2
(217.13.6.119:26237, 79.231.234.77:20259, 0) x 2
(169.173.64.248:36813, 44.188.89.189:3610, 0) x 2
(81.246.227.83:10782, 207.154.110.125:63959, 0) x 2
(217.80.42.114:42065, 50.65.219.243:53182, 0) x 2
(224.213.94.228:27026, 250.115.230.129:58813, 0) x 2
(199.178.110.84:4988, 148.220.233.222:56765, 0) x 2
(245.84.55.22:46568, 182.131.102.109:32453, 0) x 2
(196.183.40.207:53050, 60.223.3.146:10058, 0) x 2
(136.4.198.62:36021, 119.218.247.40:28735, 0) x 2
(58.88.221.226:13325, 181.215.161.43:28712, 0) x 2
(155.236.20.165:17494, 178.84.74.143:45959, 0) x 2
